No,인증구분,인증기관,건물구분,건물용도,지역,주소,건물명,신청업체명,연면적,인증등급,인증일자,인증취소일자
406,예비인증,한국교육녹색환경연구원,주거용 이외,교육연구시설,충북,"충청북도 옥천군 옥천읍 장야리 일반 236, 외 8필지",옥천군 평생교육원,옥천군청,3125.71,4,2025.08.01,-
407,예비인증,한국건설생활환경시험연구원,주거용,공동주택,경북,경북 상주시 동수2길 22,청년 드림하우스 '모락모락',상주시청,1126.14,5,2025.08.01,-
408,예비인증,한국녹색기후기술원,주거용 이외,제1종 근린생활시설,전북,"전북특별자치도 임실군 관촌면 관촌리 328-9, 외 4필지",관촌면 행복누리원,임실군청,2935.41,4,2025.07.31,-
409,예비인증,한국부동산원,주거용 이외,교육연구시설,전북,"전북특별자치도 전주시  일반, 덕진구 덕진동 1가 1200번지 일원",미래교육캠퍼스 건립 설계용역,전북특별자치도교육청,9295.54,4,2025.07.31,-
410,예비인증,한국교육녹색환경연구원,주거용 이외,교육연구시설,강원,강원특별자치도 동해시 해안로 583-13,동해 묵호초등학교 강원형 학교시설,강원특별자치도동해교육지원청,2280.46,4,2025.07.31,-
411,예비인증,한국녹색기후기술원,주거용 이외,제1종 근린생활시설,경북,"경상북도 영천시 교촌동  일반 277, ",별빛커뮤니티센터,영천시청,955.90,5,2025.07.31,-
412,예비인증,한국생산성본부인증원,주거용 이외,교육연구시설,경북,경북 김천시 남김천대로 3363,(가칭)경상북도교육청 미래직업교육관,경상북도교육청,3738.80,4,2025.07.31,-
413,예비인증,한국환경건축연구원,주거용 이외,업무시설,경북,"경상북도 구미시 공단동 , 164번지",구미국가산단 업무문화복합시설 신축공사,(주)코람코자산신탁,15015.68,4,2025.07.31,-
414,예비인증,한국녹색기후기술원,주거용 이외,업무시설,경기,경기 수원시 권선구 경수대로 392,"수원시 권선동 1009-1,2 업무시설 신축공사",주식회사 하이안종합건설,8160.699,4,2025.07.31,-
415,본인증,한국생산성본부인증원,주거용 이외,국방·군사시설,인천,"인천광역시 옹진군 백령면 북포리 297-1, 외 3필지",포병대대 합동사무실,성인종합건설(주),654.16,3,2025.07.30,-
416,예비인증,한국교육녹색환경연구원,주거용 이외,제1종 근린생활시설,전북,"전북특별자치도 순창군 금과면 매우리 158-2, 번지",순창 금과면 기초생활거점센터,한국농어촌공사 순창지사,596.67,4,2025.07.30,-
417,예비인증,한국부동산원,주거용 이외,교육연구시설,강원,"강원특별자치도 강릉시 죽헌동  일반 7, 국립강릉원주대학교 강릉캠퍼스 교내",국립강릉원주대학교 컨벤션센터 신축사업,국립강릉원주대학교,8228.49,4,2025.07.30,-
418,예비인증,한국환경건축연구원,주거용 이외,교육연구시설,강원,"강원특별자치도 영월군 영월읍 덕포리 374,  외 1필지(380)",봉래중 다목적실,강원특별자치도영월교육지원청,588.00,5,2025.07.30,-
419,예비인증,한국녹색기후기술원,주거용 이외,제2종 근린생활시설,경북,"경상북도 문경시 산양면 불암리 일반 260, 외 1필지",문경약돌축산물 육가공센터,문경시청,654.33,4,2025.07.30,-
420,예비인증,한국환경건축연구원,주거용 이외,운동시설,전남,"전라남도 화순군 화순읍 대리 455-14, 외 29필지",화순군 다목적체육관 조성사업,화순군청,3385.53,3,2025.07.30,-
421,예비인증,한국환경건축연구원,주거용 이외,교육연구시설,경기,"경기도 성남시  수정구 금토동 , 464번지 일원",(가칭)금토초등학교,경기도성남교육지원청,12986.14,4,2025.07.30,-
422,예비인증,한국부동산원,주거용 이외,교육연구시설,광주,광주 서구 화개중앙로 48,화개초등학교 유치원,빛고을중앙공원개발(주),1076.67,4,2025.07.30,-
423,예비인증,한국환경건축연구원,주거용 이외,문화 및 집회시설,서울,서울 서대문구 통일로 지하 247,독립의 전당 건립사업,국가보훈부,2551.77,4,2025.07.30,-
424,예비인증,한국부동산원,주거용 이외,교육연구시설,서울,"서울특별시 강남구 논현동  61-5, 외 3필지(4필지)",논현동 61-5외 3필지 복합시설 신축공사,도산케이아이에스제일차(주),15699.81,5,2025.07.29,-
425,예비인증,한국교육녹색환경연구원,주거용 이외,제1종 근린생활시설,전북,"전북특별자치도 정읍시 용계동  353, 외 4필지",정읍시 공공산후조리원,정읍시청,1706.76,4,2025.07.28,-
426,예비인증,한국녹색기후기술원,주거용 이외,업무시설,강원,강원특별자치도 동해시 공단12로 13,동해시 혁신지원센터,동해시청,1894.41,4,2025.07.28,-
427,예비인증,한국녹색기후기술원,주거용 이외,제1종 근린생활시설,강원,"강원특별자치도 인제군 인제읍 남북리 일반 655-1, 번지 일원",갯골 치유의 숲 치유센터 조성공사,인제군청,787.03,4,2025.07.28,-
428,예비인증,한국교육녹색환경연구원,주거용 이외,제1종 근린생활시설,충남,"충청남도 예산군 예산읍 주교리 일반 267-1, ",청년스마트빌리지,예산군청,1094.73,4,2025.07.28,-
429,예비인증,한국환경건축연구원,주거용 이외,문화 및 집회시설,충북,"충청북도 영동군 영동읍 매천리 일반, 레인보우 힐링관광지 D-6 (과일나라테마공원2) 내",곤충생태 체험연구관,영동군청,1473.9600,4,2025.07.28,-
430,예비인증,한국환경건축연구원,주거용 이외,교육연구시설,광주,"광주광역시 광산구 하남동  395, 395-1, 395-7, 395-10, 492-3, 492-8, 산65-3/  장수동 103-4, 105-3, 산3-1",(가칭)광산고등학교 신축공사,광주광역시교육청,8561.30,4,2025.07.28,-
431,예비인증,한국건설생활환경시험연구원,주거용 이외,교육연구시설,전남,"전라남도 나주시 빛가람동  95-1, ",매성중학교 교실 및 기타시설 증축공사(교사동 및 다목적강당),전라남도나주교육지원청,"3,496.60",4,2025.07.25,-
432,예비인증,한국생산성본부인증원,주거용 이외,국방·군사시설,경기,"경기도 파주시 장단면 도라산리 일반 75-8, ",24-D-00부대 설계용역(B597) 병영생활관,국방시설본부,3615.76,5,2025.07.25,-
433,예비인증,한국생산성본부인증원,주거용 이외,교육연구시설,부산,"부산광역시 남구 용당동 , 490-36, 390-34, 490-33, 97(4필지)",경상국립대학교 부산동물병원 신축 임대형 민자사업(BTL),부산동물사랑쉼터(주),9133.87,4,2025.07.25,-
434,예비인증,한국녹색기후기술원,주거용,단독주택,세종,"세종특별자치시 세종시 도담동  529, 번지",세종특별자치시 도담동 529번지 단독주택,최종구,193.54,4,2025.07.25,-
435,본인증,한국환경건축연구원,주거용 이외,제1종 근린생활시설,경남,"경상남도 밀양시 삼랑진읍 삼랑리 일반 413-2, 외 5필지",밀양소방서 삼랑진 119안전센터,경상남도청,997.15,5,2025.07.24,-
436,본인증,한국녹색기후기술원,주거용 이외,방송통신시설,충남,충남 홍성군 홍북읍 첨단산단2길 76,한국도로교통공단 tbn 충남교통방송,충청남도개발공사,2993.91,3,2025.07.24,-
437,본인증,한국교육녹색환경연구원,주거용 이외,국방·군사시설,서울,"서울특별시 강서구 외발산동  254-3, 외 1필지",22-국-OO부대설계용역(B512)_1공수 특전여단,국방시설본부,1658.49,5,2025.07.24,-
438,예비인증,한국부동산원,주거용 이외,교육연구시설,강원,"강원특별자치도 태백시 장성동  98, 외 13필지  (평화길 8-24)",한국 항공고 그린스마트스쿨 조성공사,태백교육지원청,8148.21,4,2025.07.24,-
439,예비인증,한국환경건축연구원,주거용 이외,운동시설,강원,"강원특별자치도 홍천군 남면 양덕원리 347-6, 번지 일원",남면 권역 국민체육센터,홍천군,2105.16,1,2025.07.24,-
440,예비인증,한국녹색기후기술원,주거용 이외,업무시설,울산,"울산광역시 중구 성남동  219-10, ",성남 119안전센터,울산광역시,2383.39,4,2025.07.24,-
441,예비인증,한국녹색기후기술원,주거용,공동주택,강원,"강원특별자치도 화천군 화천읍 신읍리 638-4, 번지 일원",화천통합공공임대주택,화천군청,8635.74,3,2025.07.24,-
442,본인증,한국교육녹색환경연구원,주거용 이외,교육연구시설,충남,충남 아산시 배방읍 이순신대로 813-13,바이오의료종합지원센터,한국산업기술시험원,6506.15,4,2025.07.23,-
443,예비인증,한국교육녹색환경연구원,주거용 이외,업무시설,제주,"제주특별자치도 제주시 연동  일반 324-40, ",연동주민센터 청사,제주특별자치도 제주시청,3970.99,3,2025.07.23,-
444,예비인증,한국녹색기후기술원,주거용 이외,제1종 근린생활시설,경남,"경상남도 남해군 상주면 상주리 산 261 -28  , ",보물섬 인생학교 상주희망센터 건립사업,남해군청,704.67,4,2025.07.23,-
445,예비인증,한국녹색기후기술원,주거용 이외,공장,경북,"경상북도 안동시 풍산읍 매곡리, 경북바이오2차 일반산업단지 내(A2-5)",안동시 공공형 지식산업센터,안동시청,8245.33,5,2025.07.23,-
446,예비인증,한국녹색기후기술원,주거용 이외,제1종 근린생활시설,충남,"충청남도 부여군 부여읍 구교리 374-2, 7필지",부여지역 자활센터 신축공사,충청남도 부여군,536.89,3,2025.07.23,-
447,예비인증,한국환경건축연구원,주거용 이외,국방·군사시설,경기,"경기도 평택시 고덕면 당현리 일반 66-3, 일원",공작사 우주작전전대 행정동,국방시설본부,2004.60,5,2025.07.23,-
448,예비인증,한국녹색기후기술원,주거용 이외,교육연구시설,대전,"대전광역시 유성구 용산동 , 752번지",(가칭)대전용산2초등학교 신축공사,대전광역시교육청,14498.55,4,2025.07.23,-
449,예비인증,한국환경건축연구원,주거용 이외,교육연구시설,부산,부산 해운대구 선수촌로 68,장산초등학교 그린스마트스쿨 교사개축공사,부산광역시교육청,9170.60,4,2025.07.23,-
450,본인증,한국생산성본부인증원,주거용 이외,국방·군사시설,강원,"강원특별자치도 철원군 근남면 마현리 1879-1, 2군단 15사단 39여단 2대대 실내체육관 ",2군단 15사단 39여단 2대대 실내체육관 신축,국방시설본부,1954.40,5,2025.07.22,-
451,예비인증,한국녹색기후기술원,주거용 이외,제1종 근린생활시설,경북,"경상북도 의성군 안계면 용기리 230, 일원",의성군 유기농산업복합서비스지원단지 조성사업(복합체험연구센터),의성군청,1699.26,4,2025.07.22,-
452,예비인증,한국녹색기후기술원,주거용 이외,수련시설,경북,"경상북도 의성군 안계면 용기리 일반 230, 일원",의성군 유기농산업복합서비스지원단지 조성사업(생활체험관 및 야영장),의성군청,762.18,4,2025.07.22,-
453,예비인증,한국부동산원,주거용 이외,업무시설,경북,"경상북도 울진군 평해읍 학곡리 산 57  , 번지 일원(8필지)",울진해양경찰서 청사 신축사업 설계용역,울진해양경찰서,7002.93,4,2025.07.22,-
454,예비인증,한국녹색기후기술원,주거용 이외,국방·군사시설,경기,"경기도 양평군 개군면 불곡리 254 , 외 37필지",571 교량대대 (통합생활관 및 식당/체육관),국방시설본부,5004.77,5,2025.07.22,-
455,예비인증,한국생산성본부인증원,주거용 이외,교육연구시설,대전,대전 유성구 원신흥로40번길 6,대전체육고 복합체육관,대전광역시교육청,8845.65,4,2025.07.22,-
456,예비인증,한국환경건축연구원,주거용 이외,관광 휴게시설,경남,"경상남도 합천군 대병면 회양리 일반 1298-2, 일원",함양울산선 합천호(울산)휴게소 신축,한국도로공사,2972.13,4,2025.07.21,-
457,예비인증,한국환경건축연구원,주거용 이외,교육연구시설,경남,경남 창녕군 남지읍 낙동로 429,남지초등학교 그린스마트 미래학교 본관동 개축공사,창녕교육지원청,5301.62,4,2025.07.21,-
458,예비인증,한국환경건축연구원,주거용 이외,교육연구시설,경남,"경상남도 남해군 남해읍 북변리 일반 362-2, 외 4필지(362-13,14,17,18)",남해중학교 미래학교 공간재구조화,경상남도남해교육지원청,4072.57,4,2025.07.21,-
459,예비인증,한국건설생활환경시험연구원,주거용 이외,교육연구시설,경남,"경상남도 양산시 동면 금산리 1452-1, ",석금산중학교 교사,경상남도교육청,8255.35,4,2025.07.21,-
460,예비인증,한국녹색기후기술원,주거용 이외,관광 휴게시설,경북,"경상북도 문경시 문경읍 하초리 250, 외 1필지",문경타워 건립사업,문경시청,1379.58,4,2025.07.21,-
461,예비인증,한국생산성본부인증원,주거용 이외,교육연구시설,전남,"전라남도 해남군 삼산면 평활리 일반 337-35, ",농식품 기후변화 대응센터,농림축산식품부,16176.43,3,2025.07.21,-
462,예비인증,한국생산성본부인증원,주거용 이외,운동시설,충남,"충청남도 예산군 예산읍 석양리 298 , ",예산군 반다비 체육센터,예산군청,2409.39,4,2025.07.21,-
463,예비인증,한국환경건축연구원,주거용 이외,제1종 근린생활시설,인천,"인천광역시 중구 남북동  928-6, ,950-3번지",인천 중구 덕교항 어촌뉴딜사업 ,한국농어촌공사 경기지역본부,534.83,5,2025.07.21,-
464,예비인증,한국환경건축연구원,주거용 이외,교육연구시설,전북,"전북특별자치도 고창군 성내면 조동리 일반 145, 일원",호남권 드론 인프라 구축사업,국토교통부,3997.33,4,2025.07.18,-
465,예비인증,한국생산성본부인증원,주거용 이외,제1종 근린생활시설,경북,"경상북도 청송군 안덕면 명당리 252, 252-1번지",안덕119 안전센터,경상북도 소방본부,932.45,5,2025.07.18,-
466,예비인증,한국녹색기후기술원,주거용 이외,교육연구시설,경북,경북 포항시 북구 이동로 63,양학중학교 급식소 및 강당 증축공사,포항교육지원청,1638.32,4,2025.07.18,-
467,예비인증,한국부동산원,주거용 이외,제1종 근린생활시설,충남,"충청남도 예산군 삽교읍 두리 572-14, 번지 외 20필지",삽교세대돌봄문화센터 건립사업,예산군,1890.53,4,2025.07.18,-
468,예비인증,한국녹색기후기술원,주거용 이외,업무시설,충남,"충청남도 서산시 읍내동  114-16, ",읍내동 복합커뮤니티센터,서산시청,1939.94,3,2025.07.18,-
469,예비인증,한국환경건축연구원,주거용 이외,운수시설,경기,"경기도 고양시  덕양구 덕은동  일반, ",대장~홍대 광역철도 108정거장,서부광역메트로(주),5475.47,3,2025.07.18,-
470,예비인증,한국환경건축연구원,주거용 이외,운수시설,경기,"경기도 부천시  오정구 고강동  일반, ",대장~홍대 광역철도 103정거장,서부광역메트로(주),4700.81,3,2025.07.18,-
471,예비인증,한국환경건축연구원,주거용 이외,운수시설,경기,"경기도 부천시  오정구 원종동 , ",대장~홍대  광역철도 102정거장,서부광역메트로(주),5733.64,3,2025.07.18,-
472,예비인증,한국생산성본부인증원,주거용 이외,교육연구시설,경기,"경기도 파주시 목동동 , 348  일원",운정4고등학교,경기도파주교육지원청,11745.29,4,2025.07.18,-
473,예비인증,한국생산성본부인증원,주거용 이외,교육연구시설,경기,"경기도 화성시 남양읍 남양리 2333, ",(가칭)남양2고등학교 교사,경기도화성오산교육지원청,11495.54,4,2025.07.18,-
474,예비인증,한국녹색기후기술원,주거용 이외,제1종 근린생활시설,부산,"부산광역시 동래구 온천동  1250-1   , 번지 일원",동래 에코팰리스 아시아드 2차(비주거),(주)지민건설,54311.0329,5,2025.07.18,-
475,예비인증,한국녹색기후기술원,주거용,공동주택,부산,"부산광역시 동래구 온천동  1250-1   , 번지 일원",동래 에코팰리스 아시아드 2차(주거),(주)지민건설,54311.0329,5,2025.07.18,-
476,예비인증,한국녹색기후기술원,주거용 이외,제1종 근린생활시설,전북,전북특별자치도 부안군 부안읍 향교길 1-17,향교지구 복합건강증진센터,부안군청,775.27,5,2025.07.17,-
477,예비인증,한국환경건축연구원,주거용 이외,교육연구시설,강원,강원특별자치도 정선군 정선읍 봉양4길 1-6,정선중고등학교 사격장,강원특별자치도정선교육지원청,606.25,5,2025.07.17,-
478,예비인증,한국녹색기후기술원,주거용 이외,수련시설,전남,"전라남도 장성군 삼계면 사창리 159-2, ",삼계면 청소년 문화의집,장성군청,1365.83,3,2025.07.17,-
479,예비인증,한국교육녹색환경연구원,주거용 이외,운동시설,충남,"충청남도 부여군 부여읍 가탑리 389 , 문화예술교육종합타운",부여 반다비 체육센터 건립 기본 및 실시설계용역,부여군청,4581.74,3,2025.07.17,-
480,예비인증,한국녹색기후기술원,주거용 이외,업무시설,충북,"충청북도 증평군 증평읍 증천리 3, 번지 외 8필지",증평경찰서 신축공사,충청북도경찰청,7281.78,4,2025.07.17,-
481,예비인증,한국녹색기후기술원,주거용 이외,문화 및 집회시설,세종,"세종특별자치시 세종시 연동면 합강리 일반, 용호리, 합강리 일원",행정중심복합도시 5-1 생활권 스마트조경 중 융복합놀이시설,한국토지주택공사 세종특별본부,770.890,3,2025.07.17,-
482,예비인증,한국환경건축연구원,주거용 이외,노유자시설,부산,"부산광역시 중구 대청동2가 , 일반 1-2",중구 노인회관 신축 기본 및 실시설계용역,부산광역시 중구청(가족행복과),1871.40,4,2025.07.17,-
483,예비인증,한국녹색기후기술원,주거용 이외,업무시설,서울,서울 강북구 한천로132길 33,강북구 번동 463-1 복합건물 신축공사,이진호,4302.01,5,2025.07.17,-
484,예비인증,한국생산성본부인증원,주거용 이외,업무시설,제주,제주특별자치도 제주시 선덕로 36,제주소방안전본부(공공업무시설),제주소방안전본부,10520.40,4,2025.07.16,-
485,예비인증,한국녹색기후기술원,주거용 이외,제1종 근린생활시설,경남,"경상남도 밀양시 부북면 운전리 일반 469-10, 일원",부북면 채움센터,밀양시청,1873.88,4,2025.07.16,-
486,예비인증,한국환경건축연구원,주거용 이외,운동시설,경북,경북 칠곡군 왜관읍 호국로 203,칠곡종합운동장 국민체육센터 건립사업,칠곡군청,1057.26,3,2025.07.16,-
487,예비인증,한국환경건축연구원,주거용 이외,교육연구시설,충남,"충청남도 보령시 남포면 월전리 일반 590-1, ,590-22",보령요트경기장 교육원,보령시청,823.76,4,2025.07.16,-
488,예비인증,한국환경건축연구원,주거용 이외,운동시설,전남,"전라남도 보성군 보성읍 보성리, 965, 965-1번지 일원",보성 근린생활형 체육관,보성군청,859.82,4,2025.07.15,-
489,예비인증,한국환경건축연구원,주거용 이외,문화 및 집회시설,경기,"경기도 과천시 주암동  685-9,  ",말관계자 복지관 조성사업,한국마사회,1722.61,4,2025.07.15,-
490,예비인증,한국녹색기후기술원,주거용 이외,국방·군사시설,서울,서울 용산구 회나무로 4,OO부대 간부숙소 증축공사,국방시설본부,931.35,5,2025.07.15,-
491,예비인증,한국녹색기후기술원,주거용 이외,공장,경북,"경상북도 의성군 안계면 용기리 230, 일원",의성군 유기농산업복합서비스지원단지 조성사업(통합유통가공센터),의성군청,3199.70,+,2025.07.14,-
492,예비인증,한국환경건축연구원,주거용 이외,업무시설,경기,"경기도 군포시 당동  150-1, ",군포 스마트도시 통합운영센터 신축공사,(주)군포복합개발피에프브이,9726.05,4,2025.07.14,-
493,예비인증,한국녹색기후기술원,주거용 이외,업무시설,경기,"경기도 시흥시 배곧동  302 -1   , ",중부지방해양경찰청,중부지방해양경찰청,8992.64,4,2025.07.14,-
494,예비인증,한국녹색기후기술원,주거용 이외,업무시설,세종,"세종특별자치시 세종시 집현동 , 블록 4-2생활권 관4-3 (집현동 883-247일원)",전기설비 원격관제센터 및 백업시설,한국전기안전공사,4897.87,4,2025.07.14,-
495,예비인증,한국환경건축연구원,주거용 이외,제1종 근린생활시설,전북,"전북특별자치도 무주군 안성면 장기리 1199, 외 7필지",안성면 농촌중심지 활성화사업(농촌협약) ,한국농어촌공사 무진장지사,2064.34,4,2025.07.11,-
496,예비인증,한국녹색기후기술원,주거용 이외,교육연구시설,경남,경남 창녕군 부곡면 학포1길 21-1,부곡초등학교학포분교장 급식소 및 다목적실,창녕교육지원청,554.18,5,2025.07.11,-
497,예비인증,한국녹색기후기술원,주거용 이외,교육연구시설,경북,"경상북도 울진군 죽변면 후정리 695-1, ",심해과학연구센터,한국해양과학기술원,4344.84,4,2025.07.11,-
498,예비인증,한국녹색기후기술원,주거용 이외,문화 및 집회시설,충남,"충청남도 홍성군 홍북읍 신경리, 2162번지",충남국제테니스장,충청남도건설본부,9868.14,3,2025.07.11,-
499,예비인증,한국건설생활환경시험연구원,주거용 이외,교육연구시설,충남,"충청남도 아산시 신창면 남성리, 851번지",서부권 공공도서관 조성사업,아산시청,3699.48,3,2025.07.11,-
500,예비인증,한국녹색기후기술원,주거용 이외,제1종 근린생활시설,경북,"경상북도 울진군 기성면 척산리 342-1, 번지 일원",울진군 기성면사무소,울진군,985.71,5,2025.07.10,-
501,예비인증,한국녹색기후기술원,주거용 이외,노유자시설,경북,"경상북도 성주군 성주읍 금산리 724, 외 3필지",성주군 농촌돌봄마을 시범단지 조성사업(케어팜동),한국농어촌공사 성주지사,2439.13,1,2025.07.10,-
502,예비인증,한국환경건축연구원,주거용 이외,제1종 근린생활시설,전남,"전라남도 담양군 창평면 창평리 384-2, 외 3필지",공동체생활플랫폼,담양군,693.92,5,2025.07.10,-
503,예비인증,한국환경건축연구원,주거용 이외,제1종 근린생활시설,전남,"전라남도 담양군 창평면 창평리 335, 외 2필지",달팽이이음센터,담양군,546.77,5,2025.07.10,-
504,예비인증,한국부동산원,주거용 이외,국방·군사시설,경기,"경기도 용인시  처인구 포곡읍 전대리 219, 외 2필지",항공사 70항정대대 간부숙소 ,국방시설본부,545.86,4,2025.07.10,-
505,예비인증,한국녹색기후기술원,주거용 이외,업무시설,경기,"경기도 파주시 금촌동  1025, ",(가칭)육아종합지원센터 등 건립,파주시청,7717.65,4,2025.07.10,-
506,예비인증,한국녹색기후기술원,주거용 이외,제1종 근린생활시설,광주,"광주광역시 광산구 수완동  1451, 외 1필지",광주광역시 광산구 수완동 근린생활시설,제이와이개발,10286.9973,5,2025.07.10,-
507,예비인증,한국녹색기후기술원,주거용 이외,교육연구시설,부산,"부산광역시 기장군 일광읍 삼성리 762, ",일광고등학교 교사신축공사,부산광역시교육청,14148.43,4,2025.07.10,-
508,예비인증,한국환경건축연구원,주거용 이외,교육연구시설,서울,서울 서초구 잠원로3길 28,반원초 급식실 및 학생식당 증축공사,강남서초교육지원청,1647.36,4,2025.07.10,-
509,예비인증,한국환경건축연구원,주거용 이외,교육연구시설,강원,강원특별자치도 횡성군 공근면 영서로 150,횡성 농업관리센터,횡성군,1919.34,4,2025.07.09,-
510,예비인증,한국녹색기후기술원,주거용 이외,교육연구시설,인천,인천 미추홀구 경인로 242,인천도화초 공간재구조화 증개축공사 설계용역,남부교육지원청,2800.05,4,2025.07.08,-
511,예비인증,한국부동산원,주거용 이외,업무시설,서울,서울 강남구 선릉로 574,삼성동 112-21 업무시설,(주)디엔케이,3983.58,5,2025.07.08,-
512,예비인증,한국생산성본부인증원,주거용 이외,교육연구시설,제주,"제주특별자치도 제주시 외도일동  55, 외 5필지",서부중학교,제주특별자치도교육청,9645.48,4,2025.07.07,-
513,예비인증,한국환경건축연구원,주거용 이외,교육연구시설,경기,경기 안산시 단원구 선부광장서로 59,선일중 체육관 및 급식소 증축공사,안산교육지원청,1568.16,4,2025.07.07,-
514,예비인증,한국녹색기후기술원,주거용 이외,제2종 근린생활시설,대전,"대전광역시 서구 도마동 , 105-77번지",도솔마을 직주락 허브조성,대전광역시 서구청,2232.91,5,2025.07.07,-
515,예비인증,한국환경건축연구원,주거용 이외,업무시설,서울,"서울특별시 구로구 구로동  685-122, ",구로동 685-122번지 오피스텔,(주)참다원건설,3382.32,5,2025.07.07,-
516,예비인증,한국부동산원,주거용 이외,교육연구시설,부산,부산 동래구 중앙대로 1297,"그린스마트스쿨 부산내성중 BTL(교사동,강당동)",스마트부산2차 주식회사,11208.95,4,2025.07.04,-
517,예비인증,한국부동산원,주거용,공동주택,전남,"전라남도 고흥군 고흥읍 성촌리 180-6, 외 1필지 (180-7번지)",전남형 만원주택(고흥) 공공임대주택,전남개발공사,5548.7253,5,2025.07.04,-
518,예비인증,한국건설생활환경시험연구원,주거용 이외,국방·군사시설,충북,"충청북도 충주시 금가면 사암리 680-4, (임) 외 9필지 ",19전투비행단 다목적 체육시설,국방시설본부,4014.71,5,2025.07.03,-
519,예비인증,한국생산성본부인증원,주거용 이외,업무시설,대전,"대전광역시 서구 탄방동  1053, ",탄방동 행정복지센터,대전광역시 서구청,1995.28,4,2025.07.03,-
520,예비인증,한국생산성본부인증원,주거용 이외,교육연구시설,강원,강원특별자치도 강릉시 주문진읍 연주로 270,강원도립대학교 중앙정보관,강원도립대학교,2587.54,4,2025.07.02,-
521,예비인증,한국환경건축연구원,주거용 이외,제1종 근린생활시설,강원,"강원특별자치도 속초시 설악동  일반 325-1, 외 3필지",대포동1지역(화채마을) 화채락센터 조성사업,속초시청,638.57,3,2025.07.02,-
522,예비인증,한국환경건축연구원,주거용 이외,관광 휴게시설,충남,"충청남도 천안시  동남구 북면 오곡리 산 17-2, ",세종포천선 동천안(포천방향) 휴게소 신축,한국도로공사,3375.37,4,2025.07.02,-
523,예비인증,한국교육녹색환경연구원,주거용 이외,운동시설,충남,"충청남도 서산시 팔봉면 어송리 일반 1303-1, 1304-1, 1308-2(3개 필지)",팔봉 국민체육센터,서산시청,976.59,5,2025.07.02,-
524,예비인증,한국부동산원,주거용 이외,관광 휴게시설,충남,"충청남도 천안시  동남구 북면 사담리 산 2-6, 일원",세종포천선 동천안(세종)휴게소,한국도로공사,3356.12,4,2025.07.02,-
525,예비인증,한국녹색기후기술원,주거용 이외,업무시설,경기,경기 성남시 분당구 야탑로167번길 12,야탑3동 행정복지센터,성남도시개발공사,3523.15,4,2025.07.02,-
526,예비인증,한국부동산원,주거용 이외,업무시설,부산,"부산광역시 해운대구 재송동  일반 1133, ",부산지방법원 동부지원 별관증축 설계용역,부산지방법원 동부지원,6635.00,4,2025.07.02,-
527,예비인증,한국생산성본부인증원,주거용 이외,교육연구시설,부산,부산 사상구 백양대로768번길 115,부산항공고등학교 기숙사 증축공사,부산광역북부교육지원청,6081.46,4,2025.07.02,-
528,예비인증,한국부동산원,주거용 이외,교육연구시설,강원,"강원특별자치도 화천군 사내면 사창리 일반 356, 외 2필지",사내교육커뮤니티센터,화천군청,2584.63,4,2025.07.01,-
529,예비인증,한국건설생활환경시험연구원,주거용 이외,국방·군사시설,강원,"강원특별자치도 화천군 상서면 마현리 750-2   , ",2군단 15사단 38여단 3대대 실내체육관 신축,국방시설본부,1105.19,5,2025.07.01,-
530,예비인증,한국건설생활환경시험연구원,주거용 이외,국방·군사시설,강원,"강원특별자치도 철원군 서면 자등리 398-2   , 외 2필지(396-1, 380-21)",5군단 3사단 23여단본부  실내체육관 신축,국방시설본부,2229.66,5,2025.07.01,-
531,예비인증,한국건설생활환경시험연구원,주거용 이외,국방·군사시설,강원,"강원특별자치도 화천군 상서면 마현리 341, 외 15필지",2군단 7사단 3여단 1대대 실내체육관 신축,국방시설본부,1256.67,5,2025.07.01,-
532,예비인증,한국건설생활환경시험연구원,주거용 이외,국방·군사시설,강원,"강원특별자치도 춘천시 신동면 팔미리 30-2, 외 74필지(30-15, 30-16, 30-17)",2군단 2군수지원여단본부 실내체육관 신축,국방시설본부,2056.49,5,2025.07.01,-
533,예비인증,한국건설생활환경시험연구원,주거용 이외,국방·군사시설,강원,"강원특별자치도 양구군 국토정중앙면 청리 730-1   , 외 2필지(1152-12, 708)",3군단 21사단 31여단 2대대 실내체육관 신축,국방시설본부,2229.66,5,2025.07.01,-
534,예비인증,한국환경건축연구원,주거용 이외,교육연구시설,경남,"경상남도 통영시 산양읍 신전리 일반 324-4, ",남해권 스마트선박안전지원센터 건립공사,한국해양교통안전공단,2952.61,4,2025.07.01,-
535,예비인증,한국건설생활환경시험연구원,주거용 이외,노유자시설,충북,"충청북도 음성군 금왕읍 무극리 343-1, ",음성군장애인종합복지센터,음성군청,1974.83,4,2025.07.01,-
536,예비인증,한국건설생활환경시험연구원,주거용 이외,국방·군사시설,경기,"경기도 포천시 신북면 심곡리 213 , 외 2필지(379-1, 172)",7군단 8사단 1기갑기보여단본부  실내체육관 신축,국방시설본부,2229.66,5,2025.07.01,-
537,예비인증,한국교육녹색환경연구원,주거용 이외,노유자시설,광주,"광주광역시 광산구 도천동  102-1, 번지, 102-4번지",광산구장애인복지관,광주광역시 광산구청,3182.81,4,2025.07.01,-
538,예비인증,한국부동산원,주거용 이외,교육연구시설,부산,부산 서구 보수대로 282-23,"그린스마트스쿨 부산여중 BTL(교사동,강당동)",스마트부산2차 주식회사,8152.25,4,2025.07.01,-
